user_id,case_id,result
2843,2533,0.039990347012095
2843,2542,0.6932549486115818
3544,2172,0.7469353326045549
3544,2456,0.7300643547781919
3544,2908,0.04963079693794646
8160,2335,1.0
8160,2361,1.0
8160,2374,1.0
8160,2410,1.0
8160,2413,1.0
8160,2414,1.0
8160,2417,1.0
8160,2418,1.0
8160,2422,1.0
8160,2475,1.0
8160,2476,1.0
8160,2526,1.0
8160,2528,1.0
8160,2529,1.0
8160,2533,1.0
8160,2534,1.0
8160,2538,1.0
8160,2539,1.0
8160,2542,1.0
8160,2544,1.0
8160,2545,1.0
8160,2571,1.0
8160,2573,1.0
8160,2574,1.0
8160,2577,1.0
8160,2580,1.0
8160,2581,1.0
8160,2582,1.0
8160,2583,1.0
8160,2584,1.0
8160,2585,1.0
8160,2586,1.0
8160,2587,1.0
8160,2591,1.0
8160,2594,1.0
8160,2595,1.0
8160,2606,1.0
8160,2608,1.0
8160,2609,0.3788863483704031
8160,2612,1.0
8160,2613,1.0
8160,2616,1.0
8160,2619,1.0
8160,2620,0.3788863483704031
8160,2621,1.0
8160,2622,1.0
8160,2623,1.0
8160,2624,1.0
8160,2625,1.0
8160,2626,1.0
8160,2627,1.0
8160,2652,1.0
8160,2660,1.0
8160,2663,1.0
8160,2666,1.0
8160,2670,1.0
8160,2672,1.0
8160,2674,1.0
8160,2678,1.0
8160,2707,1.0
8160,2708,1.0
8160,2709,1.0
8160,2710,1.0
8160,2711,1.0
8160,2712,1.0
8160,2714,1.0
8160,2717,1.0
8160,2718,1.0
8160,2719,1.0
8160,2726,1.0
8160,2733,1.0
8160,2734,1.0
8160,2735,1.0
8160,2736,1.0
8160,2737,1.0
8160,2738,1.0
8160,2739,0.3788863483704031
8160,2741,0.3788863483704031
8160,2742,1.0
8160,2743,1.0
8160,2745,1.0
8160,2746,1.0
8160,2748,1.0
8160,2752,1.0
8160,2753,1.0
8160,2754,1.0
8160,2762,1.0
8160,2763,1.0
8160,2764,1.0
8160,2765,1.0
8160,2766,0.3788863483704031
8160,2767,1.0
8160,2768,1.0
8160,2769,1.0
8160,2770,1.0
8160,2771,1.0
8160,2772,1.0
8160,2773,1.0
8160,2774,1.0
8160,2775,1.0
8160,2776,1.0
8160,2777,1.0
8160,2778,1.0
8160,2779,1.0
8160,2780,1.0
8160,2841,1.0
8160,2856,1.0
8160,2860,1.0
8160,2862,1.0
8160,2869,1.0
8160,2871,1.0
8160,2874,1.0
8160,2876,1.0
8160,2879,1.0
8160,2882,1.0
8160,2883,1.0
8160,2885,1.0
8160,2886,1.0
8160,2887,1.0
8160,2888,1.0
8160,2889,1.0
8160,2890,1.0
8160,2891,1.0
8160,2895,0.3788863483704031
8160,2897,1.0
8160,2899,1.0
8160,2901,1.0
8160,2902,1.0
8160,2905,1.0
8160,2913,1.0
8160,2914,0.9306745051388418
8160,2915,1.0
8160,2916,1.0
8160,2917,1.0
8160,2920,1.0
8160,2923,1.0
8160,2926,1.0
8160,2927,1.0
8160,2928,1.0
8160,2930,1.0
8160,2948,1.0
8160,2965,1.0
8160,2976,1.0
8160,2977,1.0
8160,2980,1.0
8160,2986,1.0
8160,2987,1.0
8160,2988,1.0
8160,2989,1.0
8160,2990,1.0
8160,2991,1.0
8246,2335,1.0
8246,2374,1.0
8246,2410,1.0
8246,2414,1.0
8246,2418,1.0
8246,2422,1.0
8246,2475,1.0
8246,2476,1.0
8246,2526,0.17008875005312932
8246,2528,1.0
8246,2529,1.0
8246,2533,0.3788863483704031
8246,2534,1.0
8246,2536,0.48466274743057897
8246,2541,1.0
8246,2542,0.3788863483704031
8246,2544,1.0
8246,2545,1.0
8246,2573,1.0
8246,2574,1.0
8246,2580,1.0
8246,2582,1.0
8246,2584,1.0
8246,2586,1.0
8246,2587,1.0
8246,2588,1.0
8246,2591,1.0
8246,2594,1.0
8246,2595,1.0
8246,2608,1.0
8246,2609,1.0
8246,2613,0.3788863483704031
8246,2616,0.3788863483704031
8246,2619,1.0
8246,2620,1.0
8246,2621,1.0
8246,2622,1.0
8246,2623,0.83129022173637
8246,2627,1.0
8246,2628,1.0
8246,2663,1.0
8246,2666,0.3226497556158596
8246,2670,1.0
8246,2672,1.0
8246,2674,1.0
8246,2678,1.0
8246,2698,0.3226497556158596
8246,2704,0.2776604814122249
8246,2705,0.3788863483704031
8246,2707,1.0
8246,2711,1.0
8246,2738,0.17008875005312932
8246,2746,0.653372525694209
8246,2751,1.0
8246,2752,1.0
8246,2753,1.0
8246,2754,1.0
8246,2762,1.0
8246,2763,1.0
8246,2764,0.4800587885413135
8246,2765,1.0
8246,2766,0.3788863483704031
8246,2767,0.13803527312478794
8246,2768,0.3067450513884182
8246,2769,1.0
8246,2770,0.05368038399297303
8246,2771,1.0
8246,2772,1.0
8246,2773,0.3788863483704031
8246,2774,1.0
8246,2775,1.0
8246,2776,0.3226497556158596
8246,2777,1.0
8246,2778,1.0
8246,2779,1.0
8246,2780,1.0
8246,2782,1.0
8246,2841,1.0
8246,2856,1.0
8246,2869,1.0
8246,2871,1.0
8246,2876,1.0
8246,2878,0.3788863483704031
8246,2879,1.0
8246,2880,0.3591006598148775
8246,2881,1.0
8246,2882,0.9306745051388418
8246,2883,1.0
8246,2884,1.0
8246,2885,1.0
8246,2886,1.0
8246,2887,0.5840470308330509
8246,2888,0.5840470308330509
8246,2889,1.0
8246,2890,0.3837656761791647
8246,2891,1.0
8246,2893,1.0
8246,2895,1.0
8246,2899,1.0
8246,2901,1.0
8246,2902,1.0
8246,2903,0.7689381256277598
8246,2905,1.0
8246,2910,0.7920235154165255
8246,2913,1.0
8246,2915,0.31972793654836285
8246,2916,0.6032791169900557
8246,2917,1.0
8246,2922,0.7226980205553672
8246,2926,1.0
8246,2930,1.0
8246,2948,0.3788863483704031
8246,2953,0.653372525694209
8246,2965,1.0
8246,2966,1.0
8246,2967,1.0
8246,2973,1.0
8246,2976,1.0
8246,2977,1.0
8246,2980,1.0
8246,2986,1.0
8246,2987,1.0
8246,2988,1.0
8246,2989,1.0
8246,2990,1.0
8246,2991,1.0
8317,2335,0.30873173113041613
8317,2374,1.0
8317,2410,0.3788863483704031
8317,2414,1.0
8317,2418,1.0
8317,2475,1.0
8317,2476,0.3788863483704031
8317,2526,1.0
8317,2528,0.3788863483704031
8317,2529,1.0
8317,2533,0.3788863483704031
8317,2534,0.3788863483704031
8317,2541,1.0
8317,2542,1.0
8317,2544,1.0
8317,2545,0.3875885175532579
8317,2573,0.3296114909621435
8317,2574,0.3788863483704031
8317,2580,1.0
8317,2582,1.0
8317,2584,1.0
8317,2586,1.0
8317,2587,1.0
8317,2588,1.0
8317,2591,1.0
8317,2594,1.0
8317,2595,1.0
8317,2608,1.0
8317,2609,0.3788863483704031
8317,2613,1.0
8317,2616,1.0
8317,2619,1.0
8317,2620,0.3788863483704031
8317,2621,0.2945314592385878
8317,2622,1.0
8317,2623,1.0
8317,2627,1.0
8317,2628,1.0
8317,2652,1.0
8317,2663,1.0
8317,2666,0.3788863483704031
8317,2670,1.0
8317,2672,1.0
8317,2674,1.0
8317,2678,0.21825095645722278
8317,2704,0.3067450513884182
8317,2705,1.0
8317,2707,1.0
8317,2711,1.0
8317,2726,0.3067450513884182
8317,2746,0.653372525694209
8317,2751,1.0
8317,2752,1.0
8317,2753,1.0
8317,2754,1.0
8317,2762,1.0
8317,2763,1.0
8317,2764,0.3113490102776835
8317,2765,1.0
8317,2766,1.0
8317,2768,0.3788863483704031
